sl_no,nbfc_name,regional_office,accepts_deposits,classification,cin,layer
6626,RSA Fincorp Private Limited,Ahmedabad,No,ICC,U65993GJ2015PTC082687,Base
6627,RSB Wealth Private Limited,Jaipur,No,ICC,U65990RJ2018PTC060092,Base
6628,RSD Finance Ltd,Kolkata,No,ICC,L17222JH1963PLC013316,Base
6629,Rsecured Finance & Capital Private Limited,Hyderabad,No,ICC,U65999TS2020PTC184660,Base
6630,Rsk Fund Finance Private Limited,Bengaluru,No,ICC,U65999KA2016PTC097854,Base
6631,RSM Sapthagiri Finance Limited,Chennai,No,ICC,U65921TN2004PLC053451,Base
6632,Rst Holdings (P) Ltd,Kolkata,No,ICC,U65991WB1994PTC066538,Base
6633,RTF Financial Services Priavte Limited,Jaipur,No,ICC,U65929RJ2017PTC058846,Base
6634,Rubicam Agencies (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC070794,Base
6635,Rubion Marketing Pvt. Ltd.,Kolkata,No,ICC,U51109DL1995PTC336508,Base
6636,Ruchi Finance And Investment Pvt. Ltd.,New Delhi,No,ICC,U65929DL2010PTC202515,Base
6637,Ruchi Trades& Holding Pvt Ltd,Kolkata,No,ICC,U51909WB1992PTC055029,Base
6638,Ruchika Finvest (P) Ltd,Kolkata,No,ICC,U67120WB1991PTC052965,Base
6639,Ruchika Growth Fund Pvt. Ltd.,New Delhi,No,ICC,U74899DL1990PTC041600,Base
6640,Ruchika Intra Pvt. Ltd.,Mumbai,No,ICC,U65100MH1996PTC311151,Base
6641,Rudawal Capital Trust Ltd.,New Delhi,No,ICC,U74899DL1995PLC068381,Base
6642,Rudra Fincorp Private Limited,Kanpur,No,ICC,U51909UP1992PTC119099,Base
6643,Rudra Securities & Capital Ltd.,Ahmedabad,No,ICC,U67120GJ1995PLC027643,Base
6644,Rudraksh Finance Co. (P) Ltd.,Kanpur,No,ICC,U65910UP1994PTC016985,Base
6645,Rudraksh Gold Securities Private Limited (Formerly Known As Super Suitings (P) Ltd.),Bhopal,No,ICC,U18108MP1986PTC053477,Base
6646,Rudrapur Fintrade Private Limited (Formerly Snehdeep Impex Private Limited),New Delhi,No,ICC,U51909DL1992PTC417417,Base
6647,Ruhy Leasing Co. Ltd.,Kolkata,No,ICC,U65910WB1985PLC038461,Base
6648,Ruia Marketing Ltd,Kolkata,No,ICC,U51109WB1984PLC037566,Base
6649,Rujuvalika Investments Ltd,Mumbai,No,ICC,U67120MH1988PLC049872,Middle
6650,Rukmani Construction Pvt Ltd,Kolkata,No,ICC,U70101WB1996PTC077608,Base
6651,Rukmani Resources Ltd.,Kolkata,No,ICC,U67120WB1987PTC042013,Base
6652,Rukmini Trade Fin Pvt Ltd,Kolkata,No,ICC,U67120WB1993PTC060353,Base
6653,Ruloans Financial Services Pvt Ltd,Mumbai,No,ICC,U65999MH2018PTC309853,Base
6654,Rungamattee Trexim Pvt Ltd,Kolkata,No,ICC,U51909WB1993PTC060882,Base
6655,Runit Investments Co Ltd,Kolkata,No,ICC,L65924WB1981PLC034400,Base
6656,Runner Marketing Private Limited,Mumbai,No,ICC,U65100MH1996PTC440097,Base
6657,Rup Tradecomm Pvt Ltd,Kolkata,No,ICC,U51909WB1994PTC063250,Base
6658,Rupa Capital Private Limited,Mumbai,No,ICC,U64990MH2022PTC395805,Base
6659,Rupak Trading (P) Ltd,Kolkata,No,ICC,U52321WB1996PTC076999,Base
6660,Rupali Trade & Holdings (I) Pvt Ltd,Kolkata,No,ICC,U27106WB1986PTC040986,Base
6661,Rupantar Investments Pvt Ltd,Kolkata,No,ICC,U65192WB2007PTC112450,Base
6662,Rupayan Finance&Industrial Corpn. Ltd.,New Delhi,No,ICC,U65993DL1986PLC025765,Base
6663,Rupeek Capital Private Limited,Bengaluru,No,ICC,U74999KA2017PTC100571,Base
6664,Rupen Investment And Industries Pvt. Ltd.,Mumbai,No,ICC,U67120MH1982PTC026889,Base
6665,Rupitol Finance Pvt. Ltd.,Jaipur,No,ICC,U65900RJ2018PTC063005,Base
6666,Ruptok Capital Private Limited (Formerly: Refresh Finserv Private Limited),Mumbai,No,ICC,U67120MH1993PTC071636,Base
6667,Rushika Capital Private Limited,Ahmedabad,No,ICC,U65929GJ2019PTC111602,Base
6668,Russell Credit Ltd,Kolkata,No,ICC,U65993WB1994PLC061684,Middle
6669,Russell Investments Ltd,Kolkata,No,ICC,U65993WB1987PLC043324,Middle
6670,RVS Management Ltd (Formerly RVS Management Private Limited),Kolkata,No,ICC,U74140WB1994PLC066739,Base
6671,Rydak Enterprises & Investment Ltd.,Kolkata,No,ICC,U15491WB1983PLC036235,Base
6672,S & G Tradefin (P) Ltd,Kolkata,No,ICC,U80586WB1996PTC080586,Base
6673,S A Portfolio Limited,New Delhi,No,ICC,U74899DL1995PLC065136,Base
6674,S A Trafin (P) Ltd,Mumbai,No,ICC,U65993MH1995PTC300524,Base
6675,S B Fintax Consultants Ltd,Kolkata,No,ICC,U74140WB1992PLC057141,Base
6676,S B M Investments Private Limited,Kolkata,No,ICC,U67120TN1996PTC126482,Base
6677,S B R Credit (P) Ltd,Kolkata,No,ICC,U65910WB1990PTC048119,Base
6678,S Buddhi Investment Pvt Ltd,Kolkata,No,ICC,U67120WB1994PTC061381,Base
6679,S C M Investment & Trading Co.Ltd.,Kolkata,No,ICC,U67120WB1986PLC041678,Middle
6680,S G Capital Services Ltd,Chandigarh,No,ICC,U67120PB1993PLC013412,Base
6681,S Gupta Holding Private Limited (Formerly: APL Infrastructure Private Limited),Kanpur,No,CIC,U64990UP2006PTC076230,Middle
6682,S H Finance & Credit (P) Ltd,Kolkata,No,ICC,U65999WB1991PTC053467,Base
6683,S K A Investment & Finance (P) Ltd.,New Delhi,No,ICC,U74899DL1990PTC041809,Base
6684,S K Consultants Ltd,Kolkata,No,ICC,L74140WB1982PLC034815,Base
6685,S K Dudhoria Holdings Pvt. Ltd.,Kolkata,No,ICC,U17232WB1990PTC048372,Base
6686,S K Finance Ltd. (Old Name Ess Kay Fincorp Ltd),Jaipur,No,ICC,U65923RJ1994PLC009051,Middle
6687,S K Fintex Pvt Ltd,Kolkata,No,ICC,U99999WB1996PTC079543,Base
6688,S K Growth Fund Pvt Ltd,Kolkata,No,ICC,U67120WB1986PTC041575,Base
6689,S K Mercantile Credit Pvt Ltd,Kolkata,No,ICC,U65999WB1991PTC051336,Base
6690,S K Stock Dealers Pvt. Ltd,Kolkata,No,ICC,U67120WB1995PTC071134,Base
6691,S Kumar & Sons Holding (P) Ltd,Kolkata,No,ICC,U67120WB1989PTC046486,Base
6692,S L Chokhany Securities Private Limited,Kolkata,No,ICC,U65100WB1996PTC078150,Base
6693,S L Con-Fin (P) Ltd,Kolkata,No,ICC,U65999WB1993PTC058482,Base
6694,S L Industries (P) Ltd,Kolkata,No,ICC,U15331WB1989PTC047543,Base
6695,S L Trades & Finance (I) (P) Ltd,Kolkata,No,ICC,U65999WB1986PTC040353,Base
6696,S Lunawat Finance Private Limited,Mumbai,No,ICC,U67190MH2016PTC282724,Base
6697,S M C Credits Ltd.,New Delhi,No,ICC,L65910DL1992PLC049566,Base
6698,S M Consultancy (P) Ltd,Kolkata,No,ICC,U74140WB1992PTC057293,Base
6699,S M L Finance Ltd,Thiruvananthapuram,No,ICC,U65910KL1996PLC010648,Base
6700,S M Viniyog Pvt. Ltd,Kolkata,No,ICC,U51909WB1996PTC078119,Base
6701,S M Vyapaar Pvt Ltd,New Delhi,No,ICC,U65100HR1996PTC105347,Base
6702,S N Alloys Pvt. Ltd.,Kolkata,No,ICC,U27101WB1993PTC059587,Base
6703,S N Hire Purchase Pvt. Ltd,Chandigarh,No,ICC,U65921PB1994PTC014167,Base
6704,S N R Trading Company (P) Ltd,Kolkata,No,ICC,U51909WB1986PTC041568,Base
6705,S P A Capital Services Ltd,New Delhi,No,ICC,L65910DL1984PLC018749,Base
6706,S P Advisors Pvt Ltd,Kolkata,No,ICC,U74140WB1996PTC078207,Base
6707,S P Capital Financing Limited,Mumbai,No,ICC,L74140MH1983PLC029494,Base
6708,S P Corporate Services Pvt Ltd,Kolkata,No,ICC,U51909WB1996PTC077762,Base
6709,S P Finance & Trading Limited (Formerly Siyaram Poddar Finance & Trading Ltd.),Mumbai,No,ICC,L51900MH1981PLC024295,Base
6710,S P Investment (P) Ltd,Kolkata,No,ICC,U70109WB1961PTC025099,Base
6711,S P Investrade (India) Ltd.,Mumbai,No,ICC,L51900MH1985PLC036689,Base
6712,S P L Finance Ltd.,New Delhi,No,ICC,U65921DL1997PLC084219,Base
6713,S P M Leasing & Finance (P) Ltd,Kolkata,No,ICC,U65921WB1994PTC064753,Base
6714,S R Capital Services Pvt. Ltd.,Kolkata,No,ICC,U67120WB1994PTC067017,Base
6715,S R D Advisory Services (P) Ltd,Kolkata,No,ICC,U61120WB1994PTC065296,Base
6716,S R Jute Traders (P) Ltd,Kolkata,No,ICC,U51909WB1987PTC042458,Base
6717,S R P Estate (P) Ltd,Kolkata,No,ICC,U70101WB1994PTC064326,Base
6718,S R S Trading & Holdings (P) Ltd,Kolkata,No,ICC,U51109WB1989PTC047957,Base
6719,S R Securities Ltd.,Hyderabad,No,ICC,U67120TG1994PLC018923,Base
6720,S S A Hire Purchase Pvt Ltd,Ahmedabad,No,ICC,U65921GJ1989PTC169573,Base
6721,S S Entrade Pvt Ltd,Kolkata,No,ICC,U27109WB1991PTC053343,Base
6722,S T Services Ltd.,Kolkata,No,ICC,L74140WB1989PLC047210,Base
6723,S V Creditline Limited,New Delhi,No,ICC,U71290DL1996PLC081376,Base
6724,S V M Impex & Finance (P) Ltd,Kolkata,No,ICC,U67120WB1972PTC028618,Base
6725,S V P Distributors Private Limited,Hyderabad,No,ICC,U51909TG1996PTC133895,Base
6726,S V R Finance & Leasing (P) Ltd.,Andhra Pradesh,No,ICC,U65910AP1994PTC017447,Base
6727,S W H India Pvt. Ltd.,New Delhi,No,ICC,U65993DL1995PTC072880,Base
6728,S. J. Fiscal Services Private Limited,Mumbai,No,ICC,U65929MH1990PTC273252,Base
6729,S. J. Services Private Limited,New Delhi,No,ICC,U74140DL1988PTC034427,Base
6730,S. M. Safeinvest Private Limited,Guwahati,No,Type-I,U74900AS2013PTC011592,Base
6731,S. R. Credits Pvt Ltd.,New Delhi,No,ICC,U74899DL1991PTC044503,Base
6732,S.B.N. Leasing And Finance Ltd.,New Delhi,No,ICC,U74899DL1994PLC063804,Base
6733,S.C. Industries Private Limited,New Delhi,No,ICC,U36999DL1989PTC037432,Base
6734,S.E.Finvest Pvt. Ltd.,New Delhi,No,ICC,U65910DL1996PTC075508,Base
6735,S.G.A. Securities (P) Ltd.,New Delhi,No,ICC,U74899DL1994PTC060126,Base
6736,S.G.Financial Consultants Pvt. Ltd.,New Delhi,No,ICC,U99999DL2000PTC018916,Base
6737,S.J.R. Auto Financiers Private Limited,Kolkata,No,ICC,U65921WB1981PTC203754,Base
6738,S.K. Katyal Finance Co.Pvt. Ltd.,New Delhi,No,ICC,U74899DL1985PTC021566,Base
6739,S.K.G.Securities Pvt. Ltd,Hyderabad,No,ICC,U65992TG1996PTC023202,Base
6740,"S.K.M.Investments Pvt Ltd(Formerly,Merill Lynch Capital (India) Pvt Ltd)",Kolkata,No,ICC,U67120WB1991PTC053528,Base
6741,S.L.N.Finance & Leasing Private Ltd,Kolkata,No,ICC,U65922WB1995PTC124678,Base
6742,S.M.R. Leasing & Finance Ltd.,Kanpur,No,ICC,U85110UP1985PLC007230,Base
6743,S.N. Damani Holdings Private Limited,Chennai,No,ICC,U65993TN2008PTC067164,Base
6744,S.P.R. Finance Limited,Jammu,No,ICC,U67120JK1996PLC001583,Base
6745,S.R.B.Commercial Credit Limited,Kolkata,No,ICC,U67120WB1996PLC146461,Base
6746,S.R.K. Finance Private Limited,Kanpur,No,ICC,U65910UP1994PTC016038,Base
6747,S.S.A. Credits Pvt. Ltd.,New Delhi,No,ICC,U74899DL1994PTC058566,Base
6748,S.S.Fincap Pvt. Ltd.,New Delhi,No,ICC,U67120HR1995PTC032676,Base
6749,S.U.Securities Pvt. Ltd.,New Delhi,No,ICC,U67120DL1994PTC060988,Base
6750,S.Y.G. Financiers Limited,Chennai,No,ICC,U67190TN1995PLC029741,Base
6751,Saaket Mercantiles Private Ltd,Kolkata,No,ICC,U51109UP1993PTC066763,Base
6752,Saarathi Finance and Credit Private Limited,Mumbai,No,ICC,U64199MH2024PTC429944,Base
6753,Sab Holdings India Pvt. Ltd.,New Delhi,No,ICC,U74899DL1994PTC061511,Base
6754,Sabharwal Finance And Estates Private Limited,Kanpur,No,ICC,U65910UP1997PTC195710,Base
6755,Sabi Viniyog Pvt. Ltd.,Kolkata,No,ICC,U51109WB1996PTC079540,Base
6756,Sabrimala Fintech Private Limited,New Delhi,No,ICC,U65929DL2017PTC313170,Base
6757,Sabsang Finance Ltd.,New Delhi,No,ICC,U65910DL1991PLC044953,Base
6758,Sachdev Securities Ltd.,New Delhi,No,ICC,U74899DL1994PLC058643,Base
6759,Sachdeva Land & Finance Private Limited,New Delhi,No,ICC,U65999DL1996PTC079145,Base
6760,Sachetna Finance Private Limited,Mumbai,No,ICC,U65922MH1984PTC244140,Base
6761,Sachida Sales (P) Ltd,Kolkata,No,ICC,U63090WB1994PTC066717,Base
6762,Sadabahar Tradecomm Pvt Ltd,New Delhi,No,ICC,U51109HR1995PTC093503,Base
6763,Safe Capital Services Ltd.,New Delhi,No,ICC,U74899DL1994PTC056804,Base
6764,Safe Finlease Pvt. Ltd.,New Delhi,No,ICC,U74899DL1995PTC067192,Base
6765,Safeaid Finance Co Pvt Ltd,Kolkata,No,ICC,U51909WB1996PTC077429,Base
6766,Safecap Finance Pvt Ltd,Mumbai,No,ICC,U65990MH2020PTC350672,Base
6767,Safeguard Finance Ltd.,New Delhi,No,ICC,U74899DL1996PLC077202,Base
6768,Safety Traders Pvt Ltd.,Kanpur,No,ICC,U51109UP1990PTC012381,Base
6769,Safex Commercial (P) Ltd,Kolkata,No,ICC,U51109WB1994PTC062310,Base
6770,Saffire Exports & Agencies Pvt Ltd,Kolkata,No,ICC,U51909WB1991PTC052883,Base
6771,Saffron Financial Services Pvt. Ltd.,Kolkata,No,ICC,U65921WB1995PTC067987,Base
6772,Saffron Holdings Private Limited,New Delhi,No,ICC,U74899DL1995PTC064598,Base
6773,Sagar Credits Limited,Chennai,No,ICC,U65921TN1993PLC026346,Base
6774,Sagar Deposits And Advances Limited,Jaipur,No,ICC,U65921RJ1989PLC066740,Base
6775,Sagar International Ltd,Kolkata,No,ICC,L51504WB1993PLC058881,Base
6776,Sagar Leasfin Limited,Bengaluru,No,ICC,U85110KA1994PLC016669,Base
6777,Sagar Samrat Caplease Pvt. Ltd,Ahmedabad,No,ICC,U65910GJ1998PTC034627,Base
6778,Sagar Trade Link (P) Ltd (Name as per MCA - Amphibious Finvest Private Limited),Kolkata,No,ICC,U51109WB1996PTC080241,Base
6779,Sagarmal Shimbhoonath Finance & Investment Co.Pvt.,New Delhi,No,ICC,U74899DL1991PTC044012,Base
6780,Sagarmala Finance Corporation Limited,New Delhi,No,ICC,U64920DL2016GOI305194,Middle
6781,Sagittarians Credit Capital (P) Ltd.,Kanpur,No,ICC,U15342UP1987PTC008990,Base
6782,Sagittarius Investments Private Limited,Chennai,No,ICC,U65993TZ1980PTC000919,Base
6783,Sagun Commercials (P) Ltd,Kolkata,No,ICC,U65902WB1984PTC038244,Base
6784,Sahaj Resources Pvt Ltd,Kolkata,No,ICC,U67120WB1994PTC061780,Base
6785,Sahaj Tie-Up Private Ltd.,New Delhi,No,ICC,U51109HR1996PTC095066,Base
6786,Sahal Business (P) Ltd,Kolkata,No,ICC,U51226WB1991PTC051240,Base
6787,Sahal Food Products (P) Ltd,Kolkata,No,ICC,U63090WB1995PTC075953,Base
6788,Sahara Housingfina Corporation Limited,Kolkata,No,HFC,L18100WB1991PLC099782,Middle
6789,Sahara India Corp Investment Limited,Kanpur,No,ICC,U67120UP1992PLC014981,Base
6790,Saharsh Marketing & Finance Pvt. Ltd,Kolkata,No,ICC,U67120WB1988PTC043683,Base
6791,Sahashijyoti Textiles Private Limited,New Delhi,No,ICC,U51109DL1995PTC323820,Base
6792,Sahayta Finance & Leasing Private Limited,New Delhi,No,ICC,U65921HR1996PTC033051,Base
6793,Sahayya Finserve Private Limited,Bengaluru,No,ICC,U65999KA2020PTC132242,Base
6794,Sahdev Finvest Pvt. Ltd.,New Delhi,No,ICC,U67120DL1996PTC081362,Base
6795,Sahebramka Projects Ltd.,Bhubaneswar,No,ICC,U67120OR1992PLC003195,Base
6796,Sahib Finlease Ltd.,New Delhi,No,ICC,U74899DL1994PLC059723,Base
6797,Sahri-Kahri Investments Pvt. Ltd.,New Delhi,No,ICC,U67120DL1996PTC080660,Base
6798,Sahu Jain Limited,New Delhi,No,ICC,U74100DL1950PLC005652,Base
6799,Sahyog Finance Ltd.,Jaipur,No,ICC,U67120RJ1992PLC006980,Base
6800,Sahyog Fincap Private Limited,Jammu,No,ICC,U67120JK1994PTC001408,Base
6801,Sai Baba Finvest Private Limited,Kolkata,No,ICC,U67190WB1996PTC143112,Base
6802,Sai Fincorp Private Limited,New Delhi,No,ICC,U74899DL1995PTC071553,Base
6803,Sai Kanaka Mahalakshmi Finance Pvt Ltd,Kolkata,No,ICC,U65992WB1996PTC122508,Base
6804,Sai Point Finance Corporation Ltd( Formerly Fresh Corporate Services Ltd),Mumbai,No,ICC,U67190MH1995PLC090701,Base
6805,Sai Roshni Capital Private Limited,Hyderabad,No,ICC,U65910TG2013PTC086398,Base
6806,Saibaba Vincom (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC074833,Base
6807,Saidham Mercantile Pvt Ltd,Kolkata,No,ICC,U51909WB2006PTC108053,Base
6808,Sailok Finance Private Limited,Andhra Pradesh,No,ICC,U65910AP1995PTC105228,Base
6809,Saimangal Investrade P Ltd.,Mumbai,No,ICC,U65990MH1996PLC100579,Base
6810,Saini Engineering & Finance (P) Ltd.,Kolkata,No,ICC,U65993WB1996PTC081112,Base
6811,Sainik Finance & Industries Ltd,New Delhi,No,ICC,L26912DL1991PLC045449,Base
6812,Sainty Financial Services Private Limited,New Delhi,No,ICC,U74899DL1993PTC143526,Base
6813,Saivi Finance Private Limited,New Delhi,No,ICC,U74899DL1993PTC054127,Base
6814,Sajal Builders Pvt Ltd,Kolkata,No,ICC,U70101WB1993PTC059813,Base
6815,Sajan International P Ltd.,New Delhi,No,ICC,U74899DL1980PTC010483,Base
6816,Sajda Trading (P) Ltd,Kolkata,No,ICC,U51909WB1992PTC055843,Base
6817,Sajilee Credit And Investment Private Limited (Old Name Sri Bhagavathi Finance Private Limited),Chennai,No,ICC,U65191TN1997PTC038030,Base
6818,Sajili Vinimay Pvt. Ltd.,Kolkata,No,ICC,U51909WB1995PTC070202,Base
6819,"Sajjal Investment Pvt.Ltd,",Chandigarh,No,ICC,U65921PB1983PTC005574,Base
6820,Sajjan Commercial Enterprise Ltd.,New Delhi,No,ICC,L13203DL1985PLC021536,Base
6821,Saket Distributors (P) Ltd,Kolkata,No,ICC,U51109WB1996PTC081889,Base
6822,Saket Traders (P) Ltd,Kolkata,No,ICC,U15491WB1991PTC053426,Base
6823,Sakhi Barter Pvt. Ltd.,Kolkata,No,ICC,U51109WB1996PTC080295,Base
6824,Sakshi Commercial (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC075343,Base
6825,Sakshi Confin Pvt. Ltd.,New Delhi,No,ICC,U65100DL1996PTC076295,Base
6826,Sakshi Fincap Pvt. Ltd.,New Delhi,No,ICC,U74899DL1995PTC068589,Base
6827,Sakthi Finance Limited,Chennai,Yes,ICC,L65910TZ1955PLC000145,Middle
6828,Salarpuria Investment (P) Ltd,Kolkata,No,ICC,U99999WB1983PTC035701,Base
6829,Salasar Securities Private Limited,Mumbai,No,ICC,U65990MH1994PTC081650,Base
6830,Salem Erode Investments Ltd,Chennai,No,ICC,L31200TN1931PLC145816,Middle
6831,Salgurn Merchants (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC068308,Base
6832,Salisbury Investments Private Limited,Mumbai,No,Type-I,U67120MH1994PTC077918,Base
6833,Saloni Hire Purchase Private Limited,Mumbai,No,ICC,U65921MH1994PTC336505,Base
6834,Salora Capital Ltd.,Mumbai,No,ICC,U72900MH1999PLC122849,Base
6835,Salsett Vinimay (P) Ltd,New Delhi,No,ICC,U51109DL1995PTC391568,Base
6836,Salt Lake Estates & Credit (P) Ltd,Kolkata,No,ICC,U51504WB1991PTC050711,Base
6837,Sam Holding (Bombay) Private Limited,Mumbai,No,ICC,U67120MH1985PTC037690,Base
6838,Samaaru Finance Private Limited,Mumbai,No,ICC,U65999PN2019PTC210185,Base
6839,Samar Financial Services Private Limited,Chennai,No,ICC,U65191TN1993PTC024991,Base
6840,Samarth Fincap Services (P) Ltd.,New Delhi,No,ICC,U74899DL1995PTC068923,Base
6841,Samavesh Finserve Private Limited,Kanpur,No,MFI,U65990UP2019PTC114159,Base
6842,Samay Commercial Pvt Ltd,Kolkata,No,ICC,U52110WB2006PTC110763,Base
6843,Sambhu Investments Pvt Ltd.,Kolkata,No,ICC,U65993WB1975PTC030241,Base
6844,Sambuddha Tracon (P) Ltd,Kolkata,No,ICC,U51909WB1995PTC069965,Base
6845,Samco Holdings And Finance Private Limited (Formerly Achal Holdings & Finance P. Ltd.),Mumbai,No,ICC,U67120MH1992PTC068061,Base
6846,Samiksha Resources Pvt Ltd,Kolkata,No,ICC,U70109WB1994PTC065623,Base
6847,Samir Commerce & Finance Pvt Ltd,Kolkata,No,ICC,U51228WB1991PTC052858,Base
6848,Samkit Finance Private Limited,Kolkata,No,ICC,U67120WB1991PTC159652,Base
6849,Sammaan Capital Limited (Formerly Indiabulls Housing Finance Limited),New Delhi,No,ICC,L65922DL2005PLC136029,Upper
6850,Sammaan Finserve Limited (Formerly Indiabulls Commercial Credit Ltd.),New Delhi,No,ICC,U65923DL2006PLC150632,Middle
6851,Sampanna Financiers(P)Limited,Thiruvananthapuram,No,ICC,U65910KL1998PTC012363,Base
6852,Sampark Consultants Ltd,Kolkata,No,ICC,U74140WB1993PLC060177,Base
6853,Sampark Fin Services Pvt Ltd,New Delhi,No,ICC,U65191DL1987PTC027790,Base
6854,Sampat Marketing Co.(P) Ltd,Kolkata,No,ICC,U51109WB1995PTC075420,Base
6855,Sampathi Credits Private Limited,Chennai,No,ICC,U52599TN1990PTC019948,Base
6856,Sampati Securities Limited,Ahmedabad,No,ICC,U67120GJ1995PLC024926,Base
6857,Sampurn Vyapaar Pvt. Ltd.,Hyderabad,No,ICC,U52399TS2009PTC192814,Base
6858,Samraat Finlease (P) Ltd.,New Delhi,No,ICC,U65921DL1997PTC084988,Base
6859,Samrat Fincap Private Limited,New Delhi,No,ICC,U65100KA1995PTC131420,Base
6860,Samrat Finvestors Pvt Ltd,Kolkata,No,ICC,U74999WB1996PTC078742,Base
6861,Samrat Motor Finance Ltd.,New Delhi,No,ICC,U65921DL1985PLC019761,Base
6862,Samrath Agents Pvt Ltd,Kolkata,No,ICC,U65191WB1993PTC060311,Base
6863,Samruthi Fincredit Private Limited,Chennai,No,ICC,U65990TN2019PTC127039,Base
6864,Samsara Finance Pvt. Ltd.(Formerly Naik Leasing & Finance Co. Pvt. Ltd.),Mumbai,No,ICC,U65920MH1993PTC075437,Base
6865,Samskar Financial Services Private Limited,Kolkata,No,ICC,U65910WB1997PTC129992,Base
6866,Samskar Investment Pvt. Ltd.,Mumbai,No,ICC,U65910MH1996PTC104484,Base
6867,Samson Angel Investments Private Limited (Formerly known as Ganan Mercantile Pvt. Ltd.),Chennai,No,ICC,U51909TN1995PTC124815,Base
6868,Samson Marketing (P) Ltd,Kolkata,No,ICC,U51909WB1996PTC076323,Base
6869,Samsung Estates (P) Ltd,Kolkata,No,ICC,U70101WB1996PTC077743,Base
6870,Samsung Marketing Private Limited,Kolkata,No,ICC,U51494WB1996PTC077000,Base
6871,Samunnati Finance Private Limited,Chennai,No,ICC,U65990TN2021PTC146392,Middle
6872,Samvedna Microfinance Private Limited,Kanpur,No,MFI,U64990UP2024PTC211415,Base
6873,Samyak Vanijya (P) Ltd,Kolkata,No,ICC,U51909WB1994PTC064459,Base
6874,Sanchali Barter (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC070062,Base
6875,Sanchetna Financial Services Private Limited,Kanpur,No,ICC,U65910UP1995PTC138924,Base
6876,Sanchi Commercial (P) Ltd,Kolkata,No,ICC,U51909WB1993PTC060952,Base
6877,Sanchi Traders (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC070801,Base
6878,Sanchit Vyapaar Pvt Ltd,Kolkata,No,ICC,U51909AS2006PTC021677,Base
6879,Sanchna Trading & Finance Limited,Mumbai,No,ICC,L51900MH1985PLC035160,Base
6880,Sandhu Finance & Leasing Co. Pvt. Ltd.,New Delhi,No,ICC,U74899DL1995PTC065074,Base
6881,Sandhu Motor Finance Private Limited,Chandigarh,No,ICC,U65921PB1979PTC004065,Base
6882,Sandhya Finance Ltd.,New Delhi,No,ICC,U65999DL1986PLC026185,Base
6883,Sandhya Mercantile Co. Ltd.,Kanpur,No,ICC,U24231UP1985PLC006999,Base
6884,Sandur Commerce Pvt. Ltd.,Kolkata,No,ICC,U51109WB1994PTC066486,Base
6885,Sanee Capital & Leasing Pvt Ltd,Kolkata,No,ICC,U65929WB1996PTC117344,Base
6886,Sangam Fincap Ltd.,Jaipur,No,ICC,U67120RJ1995PLC010365,Base
6887,Sangeeta Plywood Pvt Ltd,Kolkata,No,ICC,U20211WB1979PTC032037,Base
6888,Sanghai Commercial & Credit (P) Ltd,Kolkata,No,ICC,U51109WB1991PTC053424,Base
6889,Sanghamithra Rural Financial services,Bengaluru,No,MFI,U85110KA1995NPL017199,Base
6890,Sanghi Steel Udyog Private Limited,Mumbai,No,ICC,U74899MH1988PTC217432,Base
6891,Sangir Financial Services (P) Ltd,Kolkata,No,ICC,U65999WB1993PTC060607,Base
6892,Sangita Fiscal Services (P) Ltd,Kolkata,No,ICC,U67120WB1992PTC054991,Base
6893,Sangrahalaya Timber and Crafts Ltd,Guwahati,No,ICC,L20101NL1985PLC002284,Base
6894,Sangrama Motors Finance India Limited,Jammu,No,ICC,U67120JK1991PLC001273,Base
6895,Sangrur Finvest Limited,Chandigarh,No,ICC,U65920PB1996PLC017744,Base
6896,Sani Finvest (P) Ltd,Kolkata,No,ICC,U51909WB1991PTC051131,Base
6897,Sanjay Consultancy & Investment Pvt Ltd,Kolkata,No,ICC,U67120WB1995PTC074268,Base
6898,Sanjay M Credit Pvt Ltd,Kolkata,No,ICC,U67120WB1996PTC077154,Base
6899,Sanjay Securities Ltd.,Jaipur,No,ICC,U67120RJ1995PLC009331,Base
6900,Sanjeet Motors Finance Private Limited,Ahmedabad,No,ICC,U65921GJ1991PTC109636,Base
6901,Sanjeevani Distributors (P) Ltd,Kolkata,No,ICC,U51109WB1993PTC060573,Base
6902,Sanjeevani Vincom (P) Ltd,Kolkata,No,ICC,U51109WB1995PTC069630,Base
6903,Sanjog Traders (P) Ltd,Kolkata,No,ICC,U51909WB1998PTC086599,Base
6904,Sankalp Capital Private Limited,Jaipur,No,ICC,U65993RJ2011PTC037081,Base
6905,Sankalp Fin-Sec Pvt. Ltd.,New Delhi,No,ICC,U67120DL1996PTC082194,Base
